ID	xref	prefLabel
http://purl.obolibrary.org/obo/NCBITaxon_33213		Bilateria
http://purl.obolibrary.org/obo/NCBITaxon_33511		Deuterostomia
http://purl.obolibrary.org/obo/NCBITaxon_337687		Muroidea
http://purl.obolibrary.org/obo/NCBITaxon_39107		Murinae
http://purl.obolibrary.org/obo/NCBITaxon_40674		Mammalia
http://purl.obolibrary.org/obo/NCBITaxon_6072		Eumetazoa
http://purl.obolibrary.org/obo/NCBITaxon_7711		Chordata
http://purl.obolibrary.org/obo/NCBITaxon_7742		Vertebrata <vertebrates>
http://purl.obolibrary.org/obo/NCBITaxon_7776		Gnathostomata <vertebrates>
http://purl.obolibrary.org/obo/NCBITaxon_8287		Sarcopterygii
http://purl.obolibrary.org/obo/NCBITaxon_862507		Mus <subgenus>
http://purl.obolibrary.org/obo/NCBITaxon_89593		Craniata <chordates>
http://purl.obolibrary.org/obo/NCBITaxon_9347		Eutheria
http://purl.obolibrary.org/obo/NCBITaxon_9989		Rodentia
http://purl.obolibrary.org/obo/UBERON_0000000		processual entity
http://purl.obolibrary.org/obo/UBERON_0000004		nose
http://purl.obolibrary.org/obo/UBERON_0000005		chemosensory organ
http://purl.obolibrary.org/obo/UBERON_0000007		pituitary gland
http://purl.obolibrary.org/obo/UBERON_0000010		peripheral nervous system
http://purl.obolibrary.org/obo/UBERON_0000012		somatic nervous system
http://purl.obolibrary.org/obo/UBERON_0000014		zone of skin
http://purl.obolibrary.org/obo/UBERON_0000019		camera-type eye
http://purl.obolibrary.org/obo/UBERON_0000020		sense organ
http://purl.obolibrary.org/obo/UBERON_0000025		tube
http://purl.obolibrary.org/obo/UBERON_0000033		head
http://purl.obolibrary.org/obo/UBERON_0000043		tendon
http://purl.obolibrary.org/obo/UBERON_0000045		ganglion
http://purl.obolibrary.org/obo/UBERON_0000047		simple eye
http://purl.obolibrary.org/obo/UBERON_0000052		fornix of brain
http://purl.obolibrary.org/obo/UBERON_0000055		vessel
http://purl.obolibrary.org/obo/UBERON_0000060		anatomical wall
http://purl.obolibrary.org/obo/UBERON_0000061		anatomical structure
http://purl.obolibrary.org/obo/UBERON_0000062		organ
http://purl.obolibrary.org/obo/UBERON_0000063		organ subunit
http://purl.obolibrary.org/obo/UBERON_0000064		organ part
http://purl.obolibrary.org/obo/UBERON_0000065		respiratory tract
http://purl.obolibrary.org/obo/UBERON_0000066		fully formed stage
http://purl.obolibrary.org/obo/UBERON_0000068		embryo stage
http://purl.obolibrary.org/obo/UBERON_0000071		death stage
http://purl.obolibrary.org/obo/UBERON_0000072		proximo-distal subdivision of respiratory tract
http://purl.obolibrary.org/obo/UBERON_0000073		regional part of nervous system
http://purl.obolibrary.org/obo/UBERON_0000075		subdivision of skeletal system
http://purl.obolibrary.org/obo/UBERON_0000076		external ectoderm
http://purl.obolibrary.org/obo/UBERON_0000092		post-embryonic stage
http://purl.obolibrary.org/obo/UBERON_0000093		sulcus
http://purl.obolibrary.org/obo/UBERON_0000094		membrane organ
http://purl.obolibrary.org/obo/UBERON_0000104		life cycle
http://purl.obolibrary.org/obo/UBERON_0000105		life cycle stage
http://purl.obolibrary.org/obo/UBERON_0000106		zygote stage
http://purl.obolibrary.org/obo/UBERON_0000107		cleavage stage
http://purl.obolibrary.org/obo/UBERON_0000108		blastula stage
http://purl.obolibrary.org/obo/UBERON_0000109		gastrula stage
http://purl.obolibrary.org/obo/UBERON_0000110		neurula stage
http://purl.obolibrary.org/obo/UBERON_0000111		organogenesis stage
http://purl.obolibrary.org/obo/UBERON_0000119		cell layer
http://purl.obolibrary.org/obo/UBERON_0000120		blood brain barrier
http://purl.obolibrary.org/obo/UBERON_0000122		neuron projection bundle
http://purl.obolibrary.org/obo/UBERON_0000125		neural nucleus
http://purl.obolibrary.org/obo/UBERON_0000126		cranial nerve nucleus
http://purl.obolibrary.org/obo/UBERON_0000127		facial nucleus
http://purl.obolibrary.org/obo/UBERON_0000128		olivary body
http://purl.obolibrary.org/obo/UBERON_0000153		anterior region of body
http://purl.obolibrary.org/obo/UBERON_0000154		posterior region of body
http://purl.obolibrary.org/obo/UBERON_0000161		orifice
http://purl.obolibrary.org/obo/UBERON_0000165		mouth
http://purl.obolibrary.org/obo/UBERON_0000166		oral opening
http://purl.obolibrary.org/obo/UBERON_0000178		blood
http://purl.obolibrary.org/obo/UBERON_0000179		haemolymphatic fluid
http://purl.obolibrary.org/obo/UBERON_0000200		gyrus
http://purl.obolibrary.org/obo/UBERON_0000201		endothelial blood brain barrier
http://purl.obolibrary.org/obo/UBERON_0000203		pallium
http://purl.obolibrary.org/obo/UBERON_0000204		ventral part of telencephalon
http://purl.obolibrary.org/obo/UBERON_0000307		blastula
http://purl.obolibrary.org/obo/UBERON_0000315		subarachnoid space
http://purl.obolibrary.org/obo/UBERON_0000344		mucosa
http://purl.obolibrary.org/obo/UBERON_0000349		limbic system
http://purl.obolibrary.org/obo/UBERON_0000369		corpus striatum
http://purl.obolibrary.org/obo/UBERON_0000378		tongue muscle
http://purl.obolibrary.org/obo/UBERON_0000379		tracheal mucosa
http://purl.obolibrary.org/obo/UBERON_0000383		musculature of body
http://purl.obolibrary.org/obo/UBERON_0000391		leptomeninx
http://purl.obolibrary.org/obo/UBERON_0000411		visual cortex
http://purl.obolibrary.org/obo/UBERON_0000440		trabecula
http://purl.obolibrary.org/obo/UBERON_0000446		septum of telencephalon
http://purl.obolibrary.org/obo/UBERON_0000451		prefrontal cortex
http://purl.obolibrary.org/obo/UBERON_0000454		cerebral subcortex
http://purl.obolibrary.org/obo/UBERON_0000463		organism substance
http://purl.obolibrary.org/obo/UBERON_0000464		anatomical space
http://purl.obolibrary.org/obo/UBERON_0000465		material anatomical entity
http://purl.obolibrary.org/obo/UBERON_0000466		immaterial anatomical entity
http://purl.obolibrary.org/obo/UBERON_0000467		anatomical system
http://purl.obolibrary.org/obo/UBERON_0000468		multicellular organism
http://purl.obolibrary.org/obo/UBERON_0000475		organism subdivision
http://purl.obolibrary.org/obo/UBERON_0000476		acellular anatomical structure
http://purl.obolibrary.org/obo/UBERON_0000477		anatomical cluster
http://purl.obolibrary.org/obo/UBERON_0000479		tissue
http://purl.obolibrary.org/obo/UBERON_0000481		multi-tissue structure
http://purl.obolibrary.org/obo/UBERON_0000483		epithelium
http://purl.obolibrary.org/obo/UBERON_0000485		simple columnar epithelium
http://purl.obolibrary.org/obo/UBERON_0000486		multilaminar epithelium
http://purl.obolibrary.org/obo/UBERON_0000487		simple squamous epithelium
http://purl.obolibrary.org/obo/UBERON_0000488		atypical epithelium
http://purl.obolibrary.org/obo/UBERON_0000489		cavitated compound organ
http://purl.obolibrary.org/obo/UBERON_0000490		unilaminar epithelium
http://purl.obolibrary.org/obo/UBERON_0000908		hippocampal commissure
http://purl.obolibrary.org/obo/UBERON_0000915		thoracic segment of trunk
http://purl.obolibrary.org/obo/UBERON_0000922		embryo
http://purl.obolibrary.org/obo/UBERON_0000923		germ layer
http://purl.obolibrary.org/obo/UBERON_0000924		ectoderm
http://purl.obolibrary.org/obo/UBERON_0000925		endoderm
http://purl.obolibrary.org/obo/UBERON_0000926		mesoderm
http://purl.obolibrary.org/obo/UBERON_0000930		stomodeum
http://purl.obolibrary.org/obo/UBERON_0000935		anterior commissure
http://purl.obolibrary.org/obo/UBERON_0000936		posterior commissure
http://purl.obolibrary.org/obo/UBERON_0000941		cranial nerve II
http://purl.obolibrary.org/obo/UBERON_0000948		heart
http://purl.obolibrary.org/obo/UBERON_0000949		endocrine system
http://purl.obolibrary.org/obo/UBERON_0000955		brain
http://purl.obolibrary.org/obo/UBERON_0000956		cerebral cortex
http://purl.obolibrary.org/obo/UBERON_0000957		lamina
http://purl.obolibrary.org/obo/UBERON_0000959		optic chiasma
http://purl.obolibrary.org/obo/UBERON_0000964		cornea
http://purl.obolibrary.org/obo/UBERON_0000965		lens of camera-type eye
http://purl.obolibrary.org/obo/UBERON_0000966		retina
http://purl.obolibrary.org/obo/UBERON_0000970		eye
http://purl.obolibrary.org/obo/UBERON_0000982		skeletal joint
http://purl.obolibrary.org/obo/UBERON_0000988		pons
http://purl.obolibrary.org/obo/UBERON_0001003		skin epidermis
http://purl.obolibrary.org/obo/UBERON_0001004		respiratory system
http://purl.obolibrary.org/obo/UBERON_0001005		respiratory airway
http://purl.obolibrary.org/obo/UBERON_0001007		digestive system
http://purl.obolibrary.org/obo/UBERON_0001009		circulatory system
http://purl.obolibrary.org/obo/UBERON_0001013		adipose tissue
http://purl.obolibrary.org/obo/UBERON_0001015		musculature
http://purl.obolibrary.org/obo/UBERON_0001016		nervous system
http://purl.obolibrary.org/obo/UBERON_0001017		central nervous system
http://purl.obolibrary.org/obo/UBERON_0001018		axon tract
http://purl.obolibrary.org/obo/UBERON_0001019		nerve fasciculus
http://purl.obolibrary.org/obo/UBERON_0001020		nervous system commissure
http://purl.obolibrary.org/obo/UBERON_0001021		nerve
http://purl.obolibrary.org/obo/UBERON_0001032		sensory system
http://purl.obolibrary.org/obo/UBERON_0001033		gustatory system
http://purl.obolibrary.org/obo/UBERON_0001041		foregut
http://purl.obolibrary.org/obo/UBERON_0001048		primordium
http://purl.obolibrary.org/obo/UBERON_0001049		neural tube
http://purl.obolibrary.org/obo/UBERON_0001062		anatomical entity
http://purl.obolibrary.org/obo/UBERON_0001063		flocculus
http://purl.obolibrary.org/obo/UBERON_0001084		skin of head
http://purl.obolibrary.org/obo/UBERON_0001134		skeletal muscle tissue
http://purl.obolibrary.org/obo/UBERON_0001135		smooth muscle tissue
http://purl.obolibrary.org/obo/UBERON_0001137		dorsum
http://purl.obolibrary.org/obo/UBERON_0001359		cerebrospinal fluid
http://purl.obolibrary.org/obo/UBERON_0001384		primary motor cortex
http://purl.obolibrary.org/obo/UBERON_0001393		auditory cortex
http://purl.obolibrary.org/obo/UBERON_0001434		skeletal system
http://purl.obolibrary.org/obo/UBERON_0001444		subdivision of head
http://purl.obolibrary.org/obo/UBERON_0001456		face
http://purl.obolibrary.org/obo/UBERON_0001474		bone element
http://purl.obolibrary.org/obo/UBERON_0001555		digestive tract
http://purl.obolibrary.org/obo/UBERON_0001557		upper respiratory tract
http://purl.obolibrary.org/obo/UBERON_0001571		genioglossus muscle
http://purl.obolibrary.org/obo/UBERON_0001572		hyoglossus muscle
http://purl.obolibrary.org/obo/UBERON_0001575		extrinsic muscle of tongue
http://purl.obolibrary.org/obo/UBERON_0001577		facial muscle
http://purl.obolibrary.org/obo/UBERON_0001579		olfactory nerve
http://purl.obolibrary.org/obo/UBERON_0001601		extra-ocular muscle
http://purl.obolibrary.org/obo/UBERON_0001605		ciliary muscle
http://purl.obolibrary.org/obo/UBERON_0001630		muscle organ
http://purl.obolibrary.org/obo/UBERON_0001637		artery
http://purl.obolibrary.org/obo/UBERON_0001638		vein
http://purl.obolibrary.org/obo/UBERON_0001643		oculomotor nerve
http://purl.obolibrary.org/obo/UBERON_0001644		trochlear nerve
http://purl.obolibrary.org/obo/UBERON_0001645		trigeminal nerve
http://purl.obolibrary.org/obo/UBERON_0001646		abducens nerve
http://purl.obolibrary.org/obo/UBERON_0001647		facial nerve
http://purl.obolibrary.org/obo/UBERON_0001648		vestibulocochlear nerve
http://purl.obolibrary.org/obo/UBERON_0001649		glossopharyngeal nerve
http://purl.obolibrary.org/obo/UBERON_0001650		hypoglossal nerve
http://purl.obolibrary.org/obo/UBERON_0001678		temporal bone
http://purl.obolibrary.org/obo/UBERON_0001685		hyoid bone
http://purl.obolibrary.org/obo/UBERON_0001690		ear
http://purl.obolibrary.org/obo/UBERON_0001694		petrous part of temporal bone
http://purl.obolibrary.org/obo/UBERON_0001699		sensory root of facial nerve
http://purl.obolibrary.org/obo/UBERON_0001703		neurocranium
http://purl.obolibrary.org/obo/UBERON_0001706		nasal septum
http://purl.obolibrary.org/obo/UBERON_0001708		jaw skeleton
http://purl.obolibrary.org/obo/UBERON_0001710		lower jaw region
http://purl.obolibrary.org/obo/UBERON_0001714		cranial ganglion
http://purl.obolibrary.org/obo/UBERON_0001715		oculomotor nuclear complex
http://purl.obolibrary.org/obo/UBERON_0001717		spinal nucleus of trigeminal nerve
http://purl.obolibrary.org/obo/UBERON_0001718		mesencephalic nucleus of trigeminal nerve
http://purl.obolibrary.org/obo/UBERON_0001719		nucleus ambiguus
http://purl.obolibrary.org/obo/UBERON_0001720		cochlear nucleus
http://purl.obolibrary.org/obo/UBERON_0001721		inferior vestibular nucleus
http://purl.obolibrary.org/obo/UBERON_0001722		medial vestibular nucleus
http://purl.obolibrary.org/obo/UBERON_0001723		tongue
http://purl.obolibrary.org/obo/UBERON_0001727		taste bud
http://purl.obolibrary.org/obo/UBERON_0001737		larynx
http://purl.obolibrary.org/obo/UBERON_0001759		vagus nerve
http://purl.obolibrary.org/obo/UBERON_0001768		uvea
http://purl.obolibrary.org/obo/UBERON_0001769		iris
http://purl.obolibrary.org/obo/UBERON_0001772		corneal epithelium
http://purl.obolibrary.org/obo/UBERON_0001773		sclera
http://purl.obolibrary.org/obo/UBERON_0001775		ciliary body
http://purl.obolibrary.org/obo/UBERON_0001776		optic choroid
http://purl.obolibrary.org/obo/UBERON_0001780		spinal nerve
http://purl.obolibrary.org/obo/UBERON_0001781		layer of retina
http://purl.obolibrary.org/obo/UBERON_0001785		cranial nerve
http://purl.obolibrary.org/obo/UBERON_0001801		anterior segment of eyeball
http://purl.obolibrary.org/obo/UBERON_0001802		posterior segment of eyeball
http://purl.obolibrary.org/obo/UBERON_0001826		nasal cavity mucosa
http://purl.obolibrary.org/obo/UBERON_0001839		bony labyrinth
http://purl.obolibrary.org/obo/UBERON_0001840		semicircular canal
http://purl.obolibrary.org/obo/UBERON_0001844		cochlea
http://purl.obolibrary.org/obo/UBERON_0001846		internal ear
http://purl.obolibrary.org/obo/UBERON_0001849		membranous labyrinth
http://purl.obolibrary.org/obo/UBERON_0001869		cerebral hemisphere
http://purl.obolibrary.org/obo/UBERON_0001870		frontal cortex
http://purl.obolibrary.org/obo/UBERON_0001871		temporal lobe
http://purl.obolibrary.org/obo/UBERON_0001872		parietal lobe
http://purl.obolibrary.org/obo/UBERON_0001873		caudate nucleus
http://purl.obolibrary.org/obo/UBERON_0001874		putamen
http://purl.obolibrary.org/obo/UBERON_0001875		globus pallidus
http://purl.obolibrary.org/obo/UBERON_0001876		amygdala
http://purl.obolibrary.org/obo/UBERON_0001877		medial septal nucleus
http://purl.obolibrary.org/obo/UBERON_0001878		septofimbrial nucleus
http://purl.obolibrary.org/obo/UBERON_0001879		nucleus of diagonal band
http://purl.obolibrary.org/obo/UBERON_0001880		bed nucleus of stria terminalis
http://purl.obolibrary.org/obo/UBERON_0001881		island of Calleja
http://purl.obolibrary.org/obo/UBERON_0001882		nucleus accumbens
http://purl.obolibrary.org/obo/UBERON_0001883		olfactory tubercle
http://purl.obolibrary.org/obo/UBERON_0001885		dentate gyrus of hippocampal formation
http://purl.obolibrary.org/obo/UBERON_0001886		choroid plexus
http://purl.obolibrary.org/obo/UBERON_0001887		internal capsule of telencephalon
http://purl.obolibrary.org/obo/UBERON_0001888		lateral olfactory stria
http://purl.obolibrary.org/obo/UBERON_0001890		forebrain
http://purl.obolibrary.org/obo/UBERON_0001891		midbrain
http://purl.obolibrary.org/obo/UBERON_0001892		rhombomere
http://purl.obolibrary.org/obo/UBERON_0001893		telencephalon
http://purl.obolibrary.org/obo/UBERON_0001894		diencephalon
http://purl.obolibrary.org/obo/UBERON_0001895		metencephalon
http://purl.obolibrary.org/obo/UBERON_0001896		medulla oblongata
http://purl.obolibrary.org/obo/UBERON_0001897		dorsal plus ventral thalamus
http://purl.obolibrary.org/obo/UBERON_0001898		hypothalamus
http://purl.obolibrary.org/obo/UBERON_0001899		epithalamus
http://purl.obolibrary.org/obo/UBERON_0001900		ventral thalamus
http://purl.obolibrary.org/obo/UBERON_0001903		thalamic reticular nucleus
http://purl.obolibrary.org/obo/UBERON_0001904		habenula
http://purl.obolibrary.org/obo/UBERON_0001905		pineal body
http://purl.obolibrary.org/obo/UBERON_0001906		subthalamic nucleus
http://purl.obolibrary.org/obo/UBERON_0001907		zona incerta
http://purl.obolibrary.org/obo/UBERON_0001908		optic tract
http://purl.obolibrary.org/obo/UBERON_0001909		habenular commissure
http://purl.obolibrary.org/obo/UBERON_0001910		medial forebrain bundle
http://purl.obolibrary.org/obo/UBERON_0001920		paraventricular nucleus of thalamus
http://purl.obolibrary.org/obo/UBERON_0001921		reuniens nucleus
http://purl.obolibrary.org/obo/UBERON_0001922		parafascicular nucleus
http://purl.obolibrary.org/obo/UBERON_0001923		central medial nucleus
http://purl.obolibrary.org/obo/UBERON_0001924		paracentral nucleus
http://purl.obolibrary.org/obo/UBERON_0001925		ventral lateral nucleus of thalamus
http://purl.obolibrary.org/obo/UBERON_0001926		lateral geniculate body
http://purl.obolibrary.org/obo/UBERON_0001927		medial geniculate body
http://purl.obolibrary.org/obo/UBERON_0001928		preoptic area
http://purl.obolibrary.org/obo/UBERON_0001929		supraoptic nucleus
http://purl.obolibrary.org/obo/UBERON_0001930		paraventricular nucleus of hypothalamus
http://purl.obolibrary.org/obo/UBERON_0001931		lateral preoptic nucleus
http://purl.obolibrary.org/obo/UBERON_0001932		arcuate nucleus of hypothalamus
http://purl.obolibrary.org/obo/UBERON_0001933		retrochiasmatic area
http://purl.obolibrary.org/obo/UBERON_0001934		dorsomedial nucleus of hypothalamus
http://purl.obolibrary.org/obo/UBERON_0001935		ventromedial nucleus of hypothalamus
http://purl.obolibrary.org/obo/UBERON_0001936		tuberomammillary nucleus
http://purl.obolibrary.org/obo/UBERON_0001938		lateral mammillary nucleus
http://purl.obolibrary.org/obo/UBERON_0001939		medial mammillary nucleus
http://purl.obolibrary.org/obo/UBERON_0001940		supramammillary nucleus
http://purl.obolibrary.org/obo/UBERON_0001941		lateral habenular nucleus
http://purl.obolibrary.org/obo/UBERON_0001942		medial habenular nucleus
http://purl.obolibrary.org/obo/UBERON_0001943		midbrain tegmentum
http://purl.obolibrary.org/obo/UBERON_0001944		pretectal region
http://purl.obolibrary.org/obo/UBERON_0001945		superior colliculus
http://purl.obolibrary.org/obo/UBERON_0001946		inferior colliculus
http://purl.obolibrary.org/obo/UBERON_0001947		red nucleus
http://purl.obolibrary.org/obo/UBERON_0001950		neocortex
http://purl.obolibrary.org/obo/UBERON_0001953		presubiculum
http://purl.obolibrary.org/obo/UBERON_0001954		Ammon's horn
http://purl.obolibrary.org/obo/UBERON_0001965		substantia nigra pars compacta
http://purl.obolibrary.org/obo/UBERON_0001966		substantia nigra pars reticulata
http://purl.obolibrary.org/obo/UBERON_0001969		blood plasma
http://purl.obolibrary.org/obo/UBERON_0001979		venule
http://purl.obolibrary.org/obo/UBERON_0001980		arteriole
http://purl.obolibrary.org/obo/UBERON_0001981		blood vessel
http://purl.obolibrary.org/obo/UBERON_0001982		capillary
http://purl.obolibrary.org/obo/UBERON_0001986		endothelium
http://purl.obolibrary.org/obo/UBERON_0001997		olfactory epithelium
http://purl.obolibrary.org/obo/UBERON_0002019		accessory XI nerve
http://purl.obolibrary.org/obo/UBERON_0002020		gray matter
http://purl.obolibrary.org/obo/UBERON_0002021		occipital lobe
http://purl.obolibrary.org/obo/UBERON_0002022		insula
http://purl.obolibrary.org/obo/UBERON_0002023		claustrum of brain
http://purl.obolibrary.org/obo/UBERON_0002028		hindbrain
http://purl.obolibrary.org/obo/UBERON_0002034		suprachiasmatic nucleus
http://purl.obolibrary.org/obo/UBERON_0002035		medial preoptic nucleus
http://purl.obolibrary.org/obo/UBERON_0002036		striated muscle tissue
http://purl.obolibrary.org/obo/UBERON_0002037		cerebellum
http://purl.obolibrary.org/obo/UBERON_0002038		substantia nigra
http://purl.obolibrary.org/obo/UBERON_0002043		dorsal raphe nucleus
http://purl.obolibrary.org/obo/UBERON_0002044		ventral nucleus of posterior commissure
http://purl.obolibrary.org/obo/UBERON_0002045		cuneate nucleus
http://purl.obolibrary.org/obo/UBERON_0002047		pontine raphe nucleus
http://purl.obolibrary.org/obo/UBERON_0002049		vasculature
http://purl.obolibrary.org/obo/UBERON_0002050		embryonic structure
http://purl.obolibrary.org/obo/UBERON_0002067		dermis
http://purl.obolibrary.org/obo/UBERON_0002072		hypodermis
http://purl.obolibrary.org/obo/UBERON_0002075		viscus
http://purl.obolibrary.org/obo/UBERON_0002090		postcranial axial skeleton
http://purl.obolibrary.org/obo/UBERON_0002097		skin of body
http://purl.obolibrary.org/obo/UBERON_0002100		trunk
http://purl.obolibrary.org/obo/UBERON_0002104		visual system
http://purl.obolibrary.org/obo/UBERON_0002105		vestibulo-auditory system
http://purl.obolibrary.org/obo/UBERON_0002126		solitary tract nuclear complex
http://purl.obolibrary.org/obo/UBERON_0002127		inferior olivary complex
